path,imgversion,imgbasicFlags,imgadvancedFlags,imgwidth,imgheight,imgimageFormat,fileSize
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FONETOP.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4063
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FSLOGO.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,4418
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\fslsidex.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,7280
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\fsrsidex.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,7360
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FSSIGN.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,6884
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2BAK.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,60,120,PlaneARGB,7836
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2DED.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,100,52,PlaneARGB,6455
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2HIT1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,108,PlaneARGB,10273
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2HIT2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,116,PlaneARGB,10610
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2HIT3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,111,PlaneARGB,11048
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2HIT4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,96,88,PlaneARGB,9609
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2RUNA1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,108,PlaneARGB,7283
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2RUNA2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,48,108,PlaneARGB,5667
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2RUNA3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,5735
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2RUNT1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,68,112,PlaneARGB,9212
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2RUNT2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,48,112,PlaneARGB,7472
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2RUNT3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,109,PlaneARGB,9542
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2SHK.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,68,108,PlaneARGB,8651
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2STL.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,60,120,PlaneARGB,8634
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\FT2TRN.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,68,92,PlaneARGB,6146
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gameover.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,5055
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GANTSCRN.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,5674
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GASPUMP.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,36,81,PlaneXRGB,6596
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GASSO.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3709
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GASSO1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3827
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GATEDOR.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,5687
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYBAK.IMG,1.0,Compressed,LIC,44,123,PlaneARGB,10225
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYDED.IMG,1.0,Compressed,LIC,144,50,PlaneARGB,16864
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYHIT1.IMG,1.0,Compressed,LIC,64,123,PlaneARGB,15886
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYHIT2.IMG,1.0,Compressed,LIC,68,123,PlaneARGB,17972
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYHIT3.IMG,1.0,Compressed,LIC,108,82,PlaneARGB,19713
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYHIT4.IMG,1.0,Compressed,LIC,120,71,PlaneARGB,19653
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYRUNA1.IMG,1.0,Compressed,LIC,68,115,PlaneARGB,17310
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYRUNA2.IMG,1.0,Compressed,LIC,68,117,PlaneARGB,17004
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYRUNA3.IMG,1.0,Compressed,LIC,64,116,PlaneARGB,15747
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYRUNT1.IMG,1.0,Compressed,LIC,60,117,PlaneARGB,15517
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYRUNT2.IMG,1.0,Compressed,LIC,52,119,PlaneARGB,14516
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYRUNT3.IMG,1.0,Compressed,LIC,68,124,PlaneARGB,18726
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYSHK.IMG,1.0,Compressed,LIC,60,122,PlaneARGB,15051
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYSTL.IMG,1.0,Compressed,LIC,44,123,PlaneARGB,11918
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GAYTRN.IMG,1.0,Compressed,LIC,36,122,PlaneARGB,8868
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbcaback.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4038
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbcabfrn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4992
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbcabsid.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4160
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbcabtop.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4668
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbexhst.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,5015
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbiggib.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,37,PlaneARGB,1797
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbiggib2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,80,74,PlaneARGB,4020
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbiggib3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,108,91,PlaneARGB,6066
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbiggibs.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,37,PlaneARGB,1797
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gblside.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6091
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbnose.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6421
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbone.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3268
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbpipes.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6246
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GBRIKDOR.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,6694
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GBRIKWAL.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,6034
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbrside.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6263
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbtop.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6962
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GBUNDER.IMG,1.0,Compressed; OneBitAlpha,Huffman; SRGB,64,64,PlaneXRGB,3147
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gbwheel.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,5817
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gchunk01.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3321
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gchunk02.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4447
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gchunk03.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3945
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gchunk04.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,2955
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gchunks1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4701
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gchunks2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3772
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gcolon.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4302
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gdrplet.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3175
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gdrplet2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,2592
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GDRUM1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,5572
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GDRUM2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,5691
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gelbow.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,36,33,PlaneARGB,1077
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GENT.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3472
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERDEDB.IMG,1.0,Compressed,LIC,88,34,PlaneARGB,7572
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERHIT1B.IMG,1.0,Compressed,LIC,44,115,PlaneARGB,12448
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERHIT2B.IMG,1.0,Compressed,LIC,60,120,PlaneARGB,17579
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERHIT3B.IMG,1.0,Compressed,LIC,60,60,PlaneARGB,9121
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERHIT4B.IMG,1.0,Compressed,LIC,100,60,PlaneARGB,14331
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERRUNA1.IMG,1.0,Compressed,LIC,52,120,PlaneARGB,12777
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERRUNA2.IMG,1.0,Compressed,LIC,48,120,PlaneARGB,12188
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERRUNA3.IMG,1.0,Compressed,LIC,52,120,PlaneARGB,12934
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERRUNT1.IMG,1.0,Compressed,LIC,68,122,PlaneARGB,17199
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERRUNT2.IMG,1.0,Compressed,LIC,64,122,PlaneARGB,16266
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERRUNT3.IMG,1.0,Compressed,LIC,52,120,PlaneARGB,13527
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERSHK.IMG,1.0,Compressed,LIC,48,119,PlaneARGB,12725
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERSTL.IMG,1.0,Compressed,LIC,52,124,PlaneARGB,13801
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERSTL2A.IMG,1.0,Compressed,LIC,52,124,PlaneARGB,13634
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GERTRN.IMG,1.0,Compressed,LIC,44,120,PlaneARGB,11793
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\geyeball.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4147
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ggib1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,37,PlaneARGB,1797
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ggib2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,80,74,PlaneARGB,4020
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ggib3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,108,91,PlaneARGB,6066
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghand.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4224
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghand0.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3676
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghand1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3579
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghand2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3570
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghand3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3518
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghandp0.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3652
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghandp1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3551
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghandp2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3556
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghandp3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,48,PlaneARGB,3471
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ghead.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,4668
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gibsmear.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3009
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GLASS.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,1900
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GLASSDOR.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,5907
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GLOW.IMG,1.0,Compressed; OneBitAlpha,0,64,64,ARGB,1595
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GLUMPS.IMG,1.0,Compressed; OneBitAlpha; DisableDownSample; DisableMipMaps,Huffman,128,32,PlaneARGB,5716
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\go.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3525
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODDED.IMG,1.0,Compressed,LIC,100,35,PlaneARGB,7685
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODHIT1.IMG,1.0,Compressed,LIC,60,94,PlaneARGB,11733
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODHIT2.IMG,1.0,Compressed,LIC,56,118,PlaneARGB,14561
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODHIT3.IMG,1.0,Compressed,LIC,80,84,PlaneARGB,14588
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODHIT4.IMG,1.0,Compressed,LIC,68,91,PlaneARGB,13610
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODRUNA1.IMG,1.0,Compressed,LIC,48,105,PlaneARGB,9918
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODRUNA2.IMG,1.0,Compressed,LIC,48,105,PlaneARGB,9116
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODRUNA3.IMG,1.0,Compressed,LIC,60,105,PlaneARGB,10622
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODRUNT1.IMG,1.0,Compressed,LIC,60,104,PlaneARGB,11858
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODRUNT2.IMG,1.0,Compressed,LIC,44,104,PlaneARGB,9550
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODRUNT3.IMG,1.0,Compressed,LIC,64,106,PlaneARGB,13724
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODSHK.IMG,1.0,Compressed,LIC,72,104,PlaneARGB,14333
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODSTL.IMG,1.0,Compressed,LIC,48,106,PlaneARGB,10240
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GODTRN.IMG,1.0,Compressed,LIC,84,96,PlaneARGB,15125
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GOLDBLCK.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,4830
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GOODYEAR.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2380
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gpelvis.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,3833
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gphorzn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,256,256,PlaneXRGB,57969
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\gpscrn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2327
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,3872
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2945
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2COLLR.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,3373
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2GRILL.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,4257
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2INT~1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,3419
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2LIGHT.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,4809
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2PLATE.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2054
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2RLIT.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,4958
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2SIDE.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2825
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR2TAIL.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6009
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GR3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,3507
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASDARK.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASLITE.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2580
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASMID.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,2580
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASQ.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,256,256,PlaneXRGB,60616
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASS1A.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,3463
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASS1D.IMG,1.0,Compressed,Huffman,64,64,PlaneXRGB,3229
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASS64.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,4787
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\GRASSB.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,256,256,PlaneXRGB,49006
