path,imgversion,imgbasicFlags,imgadvancedFlags,imgwidth,imgheight,imgimageFormat,fileSize
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro1trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,48,117,PlaneARGB,11080
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,8566
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,9905
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,99,PlaneARGB,12137
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,76,113,PlaneARGB,14940
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,10549
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,11347
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,10915
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,10915
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,11347
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,10549
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,11080
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,8566
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,9905
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro2trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,10713
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,125,PlaneARGB,11854
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,125,PlaneARGB,11854
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,123,PlaneARGB,14670
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,129,PlaneARGB,17539
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,127,PlaneARGB,13043
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,127,PlaneARGB,13353
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,127,PlaneARGB,13443
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,127,PlaneARGB,13794
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,127,PlaneARGB,13712
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,127,PlaneARGB,13635
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,57,125,PlaneARGB,13354
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,60,126,PlaneARGB,13002
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,60,129,PlaneARGB,13221
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro3trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,57,125,PlaneARGB,13850
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,107,PlaneARGB,9544
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,107,PlaneARGB,9544
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7628
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,123,PlaneARGB,14670
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,129,PlaneARGB,17539
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,10395
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,10491
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,10434
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,10518
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,10524
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,108,PlaneARGB,10452
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,107,PlaneARGB,10333
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,107,PlaneARGB,9938
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,112,PlaneARGB,10062
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro4trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,107,PlaneARGB,10980
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,104,PlaneARGB,9364
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,100,PlaneARGB,9250
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,123,PlaneARGB,14670
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,129,PlaneARGB,17539
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,106,PlaneARGB,9944
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,106,PlaneARGB,10086
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,106,PlaneARGB,10028
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,106,PlaneARGB,10287
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,102,PlaneARGB,9664
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,104,PlaneARGB,9178
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,112,PlaneARGB,10222
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,104,PlaneARGB,9433
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,99,PlaneARGB,9291
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5stl3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,104,PlaneARGB,9911
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro5trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,52,111,PlaneARGB,10433
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,114,PlaneARGB,9225
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,114,PlaneARGB,9225
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,123,PlaneARGB,14670
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,129,PlaneARGB,17539
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,9794
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,9845
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,9811
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,114,PlaneARGB,10289
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,114,PlaneARGB,10328
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,113,PlaneARGB,10216
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,119,PlaneARGB,10393
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,119,PlaneARGB,10065
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,119,PlaneARGB,10065
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro6trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,10156
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,10576
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,10576
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7ded1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7526
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,123,PlaneARGB,14670
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,129,PlaneARGB,17539
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,55,117,PlaneARGB,11000
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,117,PlaneARGB,11206
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,117,PlaneARGB,11176
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,11285
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,11172
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,116,PlaneARGB,11130
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,11297
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,10432
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,10633
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro7trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,115,PlaneARGB,11614
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8bak1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,121,PlaneARGB,10149
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8bak2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,121,PlaneARGB,10149
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8ded2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,7504
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8hit1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,72,123,PlaneARGB,14670
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8hit2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,84,129,PlaneARGB,17539
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8hit3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,88,121,PlaneARGB,18123
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8hit4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,92,124,PlaneARGB,14076
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8runa1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,122,PlaneARGB,11489
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8runa2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,122,PlaneARGB,11577
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8runa3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,122,PlaneARGB,11428
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8runt1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,123,PlaneARGB,12849
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8runt2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,123,PlaneARGB,12780
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8runt3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,123,PlaneARGB,12781
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8shk.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,121,PlaneARGB,11966
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8stl1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,121,PlaneARGB,11560
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8stl2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,121,PlaneARGB,11499
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ro8trn.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,56,121,PlaneARGB,13304
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAD.IMG,1.0,Compressed,Huffman,256,256,PlaneXRGB,77568
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAD1.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,2355
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAD2.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,2355
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAD3.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,4875
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAD4.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,4587
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAD9.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,256,256,PlaneXRGB,79524
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROADGEN.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,3138
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROADSIGN.IMG,1.0,Compressed; OneBitAlpha,Huffman,128,128,PlaneARGB,15644
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROAL9.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,256,256,PlaneXRGB,71131
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\robsmear.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneARGB,2442
D:\CarmAndroid\WADs\Data_Android\DATA\CONTENT\TEXTURES\ROCKF64B.IMG,1.1,Compressed; DisableDownSample; DisableMipMaps,Huffman; DontAutoJPEG,64,64,PlaneXRGB,6264
